Item_ID	Sentence	Word	POS	Phrase	Partitive	LenSentence
107192:28	and we always wer-, we always got together, just always.	always		ADVP-TMP	no	10
107192:44	and we always wer-, we always got together, just always.	always		ADVP-TMP	no	10
107202:8	with all of you living so close together.	all		NP	yes	8
107223:12	so that's all the family,	all		NP-PRD	no	6
107258:9	and they never mentioned that problem.	never		ADVP-TMP	no	6
107303:71	two bits i'll get a man 0 *t*-1 to talk to me, because they get stuck *-2 doing it all.	all		NP	no	21
107308:43	but although i do know 0 a lot of my friends do like all the gardening work.	all		NP	no	17
107325:45	i mean we've had *-1 to actually have the air-conditioning on and everything	everything		NP-ETC	no	14
107346:17	do you like it at all?	all		ADVP	no	6
107452:15	oh, that's all right.	all		ADJP-PRD	no	5
107507:17	i'm sure 0 all over the state of texas now you have three weeks 0 * to go for absentee balloting *t*-1.	all		PP	no	23
107531:25	if you're busy, that has always been a legitimate excuse.	always		ADVP-TMP	no	11
107539:15	they can come from all over the city,	all		PP-DIR	no	8
107549:23	but is there, is every list checked as thoroughly as a,	every		NP-SBJ	no	11
107557:28	i don't, i have never visited any of them	never		ADVP-TMP	no	10
107589:20	and, and all the other children are working or whatever.	all		NP-SBJ	no	10
107593:9	they're all my parents age.	all		VP	no	6
107625:81	she says that when her husband died *t*-1 that he said, oh, that my uncle had said that he would never ha-, put her in a rest home.	never		ADVP-TMP	no	28
107642:30	i know 0 i feel like i would never do that with my parents either, you know.	never		ADVP-TMP	no	17
107654:77	and, and, uh, he's the one because he's the one that * isn't going to work every day and that she moved in with *t*-2 when she needed *-3 to move in with someone *t*-4.	every		NP-TMP	no	38
107676:9	but i always feel like i would never put my parents in either	always		ADVP-TMP	no	13
107676:25	but i always feel like i would never put my parents in either	never		ADVP-TMP	no	13
107678:60	so if my parents do need *-1 to live with someone, it will probably be with me because all my brothers and sisters will be having teenagers *ich*-3 around and everything 0 * to care for *t*-2. you know,	all		NP-SBJ	no	39
107678:93	so if my parents do need *-1 to live with someone, it will probably be with me because all my brothers and sisters will be having teenagers *ich*-3 around and everything 0 * to care for *t*-2. you know,	everything		NP-ETC	no	39
107693:22	and i feel like i would never put them in a home.	never		ADVP-TMP	no	12
107722:66	and, and we really don't have any that *t*-1 don't have the social security and everything	everything		NP	no	18
107733:37	and maybe they should *?*, you know because we're all going *-1 to get old someday.	all		VP	no	18
107754:28	well this is a subject that you never think 0 you'll be assigned *-1 to *t*-2. one that *t*-3 kind of comes up when you've lost it, the others, other subjects *t*-4.	never		ADVP-TMP	no	34
107797:44	but as soon as the plane got through the clouds and i saw all those trees, it just really made me realize how much i miss the fall *t*-1.	all		NP	no	29
107822:15	you could spend every weekend of the fall going to a different area.	every		NP	no	13
107831:21	whoever *t*-1 was driving could never have a prayer of * looking at the leaves, because they had *-2 to keep *-3 watching the road.	never		ADVP-TMP	no	25
107849:4	everything just happened three weeks early this year.	everything		NP-SBJ	no	8
107862:15	i mean, nothing comparable, i guess, to what you've had *t*-1 before.	nothing		NP	no	13
107924:141	the, um, thing that, that *t*-1 distinguishes me a lot of the time when i have *-2 to dress real professionally for a meeting or something *t*-3 is 0 i wear a clerical collar and a suit and, uh, all of that sort of thing,	all		NP	yes	45
107941:12	and they have all the things during the morning,	all		NP	no	9
107999:51	well, my husband has *-1 to take the bus into dallas, and doesn't return all day,	all		NP-TMP	no	17
108003:44	and even when his job is not going *-1 to be with people all day long *t*-2, he said 0 it *exp*-4's just part of the uniform and the expected image that they have *-3 to dress.	all		NP	no	38
108065:6	we all kind of have our own little dress code of just either tennis shoes or little loafers and, and, uh, tights, and things that *t*-1 feel comfortable to us around our kids.	all		NP-SBJ	no	33
108067:87	we, we can wear pretty much that, although, um, tennis shoes are kind of out in, in almost every, every situation unless you want *-1 to look like a gook.	every		EDITED	no	30
108067:91	we, we can wear pretty much that, although, um, tennis shoes are kind of out in, in almost every, every situation unless you want *-1 to look like a gook.	every		ADJP	no	30
108084:11	well, you all have a nice day there.	all		NP-SBJ	no	8
108115:15	uh, i've never really watched that one.	never		ADVP-TMP	no	8
108163:35	i mean, if you want *-1 to go all time favorite show, probably one of them was little house on the prairie	all		ADJP	no	22
108170:55	which i just, i was, i always felt 0 *t*-1 was wonderful	always		ADVP-TMP	no	12
108189:26	but, uh, you know, richie always used *-1 to be so, you know, just so honest and pure i guess 0 *t*-2,	always		ADVP-TMP	no	22
108197:9	and i never did like it after that	never		ADVP-TMP	no	8
108203:7	there always seems *-1 to be that kind of value in there somewhere.	always		ADVP-TMP	no	13
108235:49	and, uh, i'd like *-1 to see him do well, like all the way to the bank i guess 0 *t*-2.	all		NP-ADV	no	22
108262:62	so, uh, i'm kind of, i'm kind of pulling for the braves over all,	all		TYPO	no	16
108346:18	and i like basically almost every form of music and type of music.	every		NP	no	13
108349:76	and, uh, i like, uh, a lot of the, uh, of course the classics, um, everything back from bach and, and beethoven and chopin and, um, just in general everything.	everything		NP	no	30
108349:127	and, uh, i like, uh, a lot of the, uh, of course the classics, um, everything back from bach and, and beethoven and chopin and, um, just in general everything.	everything		NP	no	30
108408:20	i don't enjoy that at all when they're just talking about, well, i'm better than you, and blah, blah, blah *t*-1.	all		ADVP	no	24
108435:37	um, i don't like *-1 to listen to it all the time, but, um, some of the time, anyway.	all		NP	no	20
108438:23	i used *-1 to like it all right,	all		ADVP	no	8
108458:37	the, one country and western song sounds like every other, country and western	every		NP-UNF	no	13
108560:15	because it has almost everything in it.	everything		NP	no	7
108570:37	uh, which *t*-1 has recipes which *t*-2 allegedly can all be prepared *-3 in thirty minutes	all		VP	no	16
108580:60	now, now, i, i find that the cutting up of the food, and all that really makes it take a little longer than thirty minutes.	all		NP	no	25
108621:129	i find 0 a lot of the cookbooks that, i don't know, that you buy *t*-1 over the counter ask for really strange ingredients, or things 0 i don't keep *t*-2 on hand all the time	all		NP-TMP	no	38
108665:17	so i don't remember all the details	all		NP	no	8
108718:18	spaghetti's a pretty staple every other week or so	every		NP-PRD	no	10
108914:56	it was just based *-1 on, you know, how much your tuition costs *t*-2 and everything,	everything		NP-ETC	no	16
108915:15	and generally it paid everything,	everything		NP	no	5
108916:40	so i went to school about three years of my four for almost nothing,	nothing		NP	no	14
109091:137	and i think 0 it's going *-1 to have *-2 to swing back the other way, because i think 0 we're going *-3 to have an awful lot of kids who *t*-4 are going *-5 to have major problems from all this.	all		NP	no	44
109128:43	i've got one child, um, that *t*-1 stays with me every day until five, because his mother doesn't come home until seven,	every		NP-TMP	no	24
109191:36	i was raised *-1 in a generation we didn't need all those things	all		NP	no	14
109205:56	and it *exp*-1 was very easy * to, you know, to put everything out there,	everything		NP	no	15
109235:33	and, and we didn't recycle at all before we came	all		ADVP	no	11
109269:19	but it's better than nothing,	nothing		NP	no	6
109275:10	better than nothing,	nothing		NP	no	3
109325:24	it was just no effort *ich*-1 at all, um, no more trouble than * taking out the garbage,	all		ADVP	no	18
109412:11	that's all 0 you can do *t*-1	all		NP	no	8
109428:15	you can't chat all day, huh.	all		NP	no	7
109530:6	you all are cramped.	all		NP-SBJ	no	4
109538:63	and the one, i have another one that *t*-1's three and a half and have all these clothes, and toys and stuff that we're just trying *-2 to find places 0 * to put *t*-4 *t*-3,	all		NP	no	38
109564:12	but we have always just put like our computer and extra toys and books and	always		ADVP-TMP	no	15
109568:30	you know, it's kind of a catch all room.	all		ADJP	no	10
109575:8	they all go out there *-1 to play with the barbies and that kind of stuff,	all		NP	no	16
109689:11	and it's all done *-1 in cows,	all		VP	no	8
109721:4	everything is	everything		NP-SBJ	no	2
109772:10	i've always imagined it kind of out, away from everything.	always		ADVP-TMP	no	11
109772:46	i've always imagined it kind of out, away from everything.	everything		NP	no	11
109871:29	* seems like, um, to me, everything is just changing so much that it's almost like, um, you can't keep up with things any more,	everything		NP-SBJ	no	27
109872:11	and everything is, uh, ther-, everyone's striving so much * to make it equal between men and women,	everything		NP-SBJ	no	19
109887:84	i mean i think 0 sometimes some of the, the women's lib though, is kind of like they wanted it all, you know,	all		NP	no	24
109888:17	and you can't have everything	everything		NP	no	6
109922:30	you know, it seems like everybody's always so busy with everything that they're doing *t*-1 that there's no time for this and that and the other,	always		ADVP-TMP	no	29
109922:42	you know, it seems like everybody's always so busy with everything that they're doing *t*-1 that there's no time for this and that and the other,	everything		NP	no	29
109940:11	and everyone's all interested in what everybody's doing *t*-1,	all		VP	no	11
109942:17	and i found that all 0 i talked about *t*-1 was my baby, which *t*-2 was fine with me,	all		NP	no	19
109946:33	they're going to school, getting degrees, making all this money,	all		NP	no	11
109947:105	and, you know, they kind of looked at me like i was from the dark ages, you know, like i, because i didn't have really all that much 0 * to talk about *t*-1, uh, where career and things like that were concerned *t*-2,	all		NP	no	45
109958:38	i'm worth a lot just for what i do *t*-1 every day,	every		NP-TMP	no	13
109979:38	and it wasn't where i had *-1 to be there every day *t*-2,	every		NP-TMP	no	14
110015:37	and my dog thinks 0 he's a mother turtle, and always has his nose all around my turtle box,	always		ADVP-TMP	no	20
110015:48	and my dog thinks 0 he's a mother turtle, and always has his nose all around my turtle box,	all		ADVP	no	20
