Item_ID	Before	After
112888:68	###and they're reenforced --n401752 --n401759 real strong###and they'll sit four babies.###we would just lie them in there###and they roll real well and maneuver.###.###oh, well, that's, that's a,###.###that will get them out.###.###i hadn't thought about that.	###.###no.###.
112919:18	###uh, most everyone has a college degree in like early childhood education.###.###uh-huh.###.###and really there's only like eight children per room###and then there's like two or three, mostly three care givers in each room.###.###uh-huh.###.###and that enables them to spend more time with the children.	###so, it --n4023e4's nice to be able --n402403 to play with them and really get --n402426 to know them.###.###uh-huh.
112965:14	###so.###.###not quite.###it's a,###when they start --n402df4 to crawl --n402e03 they try --n402e12 to climb up on things###and###.###uh-huh.###.###you have --n402f11 to be real careful all the, everything is baby proof.	###but they try.###.###uh-huh.
112984:114	###in my area###because w-, i live in a college town in penn state university###.###uh-huh.###.###so i,###there is a lot of, a lot of college educated people and stuff that --n40336c are in the centers that --n403387 really seem --n403396 to have an idea of what --n4033b5's going on.###.###uh-huh.###.	###.###uh-huh.###.
113013:37	###that is sad.###.###and it's really bad, you know.###one of the girls she was leaving hers at where she felt like --n403dcd was a really good place,###and then they called her one afternoon and said, well, we thought we'd better call and tell you before you got over here.###lacy fell asleep on the bus after our field trip today,###and we just now found her.###.###what.###.	###.###oh, my god.###.
113045:52	###so she has switched to a different center now###and, uh,###.###well, i,###.###.###well, the types of vacations that i usually take --n40003a,###i usually come back --n4000d1 more tired --n4000e0 after my vacation, then i do, you know, before i take it.###.###.	###and i guess --n40039a to do that i'd probably have --n4003bd to take it at home.###.###oh.
113077:5	###and, uh, uh, the, the waves were huge.###i've never quite seen waves like this one###.###uh-huh.###.###and, uh, i was standing in water not more than, in barely above my ankles###.###uh-huh.###.###and, uh, you know when the waves go in the waves go out --n400be2 they kind of	###.###right.###.
113216:20	###.###yeah,###i just, uh,### that, that does absolutely nothing for me.###.###uh-huh.###.###but, uh, i don't know###i can say that i think my, my favorite spots are still to go, --n4038da to go where there's mountains and, and a lot of trees and, and wildlife to view --n403945 --n40394c### and, and, uh, i like that kind of stuff.	###.###yes.###.
113226:58	###i could just sit there all day and look at the scenery.###.###yes.###.###.### i, i agree.### i can, i can do that too,###and, uh, you know, i think if i had, if i had the money, i would probably go to europe every year.###.###.	###.###.###uh-huh.
113233:11	###and, uh, you know, i think if i had, if i had the money, i would probably go to europe every year.###.###.###because, you know, i think that they have, they have it all over there in just a few tiny, two, two miles.###.###.###uh-huh.###.###you know, there's mountains###and there's beaches	###so,###.###yeah.
113256:31	###oh.###.### so. so, but i, i would like if, you know it was anywhere in the world --n40473b to go, i guess, even though it's hot,###.###right.###.###i would like --n40491e to go to africa.###.###.###real excited when i heard this --n40002a.	###so football, i love this.###.###oh, yes.
113310:24	###and wasn't that fun.###i went to the balloon festival in plano and carried my little portable radio with me,###.###.###and i must say i attracted a lot of attention.###.###i bet.###.###people running up saying, oh, what's the score --n400f34, what's the score --n400f4f.###.	###.###that's right###and that's exactly what they said --n40117b,
113327:40	###.###you know, but i wasn't,###i had forgotten###or i probably wouldn't have been there.###.###yeah.###yeah,###well, i am, i'm a big football fan.###i never wou-,###my father was a football fan my whole life	###and i just hated it.###and i think i was just mad because he spent so much time --n40163e watching football on sundays.###.
113334:33	###well, i am, i'm a big football fan.###i never wou-,###my father was a football fan my whole life###and he used --n401503 to have the football pool at the office and all this stuff###and i just hated it.###and i think i was just mad because he spent so much time --n40163e watching football on sundays.###.###yeah.###.### and, uh, so when i met my husband --n401755, he was watching football	###i couldn't see him until like tuesday because monday night football, if i didn't, like football.###.###.
113458:10	###.###well, there is so much about it to like --n40403f.###.###it's exciting.###.###you know it's so exciting.###.###yeah.###.###and when the cowboys won the superbowl here --n4041b5, of course, they put together some real cute songs,	###and now we feel like they're kind of a collector's item.###.###yeah.
113510:47	###you charge this for twenty, charge that for twenty, charge this for twenty,###and pretty soon you owe a hundred dollars###and you don't stop --n400712 to think about it.###.###yeah.###.###i got in trouble --n4007ba when i was in the service --n4007d9 quite a few years ago like ten to fifteen thousand dollars in trouble.###.###oh, my goodness.###.	###now i carry one.###i have a gas card and a visa card.###and i never use them unless i need --n400aef to.
113531:9	###.###d-,###yeah,### i, i made a rule --n400c71 with myself when i got one --n400c90 that if i couldn't pay it in full every month that i'd have --n400cd3 to rip it up,###so.###.###yeah.###.###.###that's a good idea.	###.###that's,###.
113564:7	###and she do-, she only earns like two hundred dollars a month because she's going to school.###.###gee.###.### and, and so i mean that's just enough to pay rent and buy like thirty-five dollars worth of food a month. so and, and pay for her like, like monthly fee like twen-,### yo-, i guess you have --n401aae to pay like twenty dollars each month is the###.###yes,###something like that.###.	###.###yeah.###.
113621:22	###uh-huh.###.###and there's too many companies out there that --n402909 are willing --n402918 to give them to you and get you dra-, get you trapped --n402953.###i mean you can always file bankruptcy --n402aaf to get out of it,###but that's a lot of pain and hassle.### when, you know in the olden days when my parents were growing up and we couldn't afford everything --n402c2a, we didn't have such things as credit cards.###we just waited until time --n402da6 come around that we could afford it --n402dc9.###.###right.###.	###so. and i very seldom use a credit card on necessities.###i always use it for something i want --n402fc4 not something i need --n402fdf.###.
113750:5	###okay.###i've got a, you know,###i have a real good method of starting --n4000c8 to get the budget balancing --n4000e3###and then that's get half of the government, rid --n4001bc of the half of the government payroll.###.###i think that would probably, uh, be very possible,###.###.### and, and we really wouldn't feel it in our services.###.	### i, you know, i don't know if you've ever been to washington d c.###.###yes,
113757:38	###.### and, and we really wouldn't feel it in our services.###.###not all,### i, you know, i don't know if you've ever been to washington d c.###.###yes,###i have.###.###uh, you, you've seen that which --n4005b5 was on there and the offices	###.###right.###.
