Item_ID	Sentence	Pre	ParentString	Partitive	ParentNode	NoPreNode	GrammFunction	Objects	NPNiteID
103586:20	i can't hear you at all for all this static.	at	at all	no	ADVP				
103586:26	i can't hear you at all for all this static.	for	for all this static	nullpartitive	PP-PRP		NP	NP-OTHER	sw3148_s87_507
103628:17	it may not in all ways.	in	in all ways	no	PP-MNR		NP	NP-OTHER	sw3148_s113_505
103639:7	not at all,	at	not at all,	no	ADVP				
104014:36	so, we used --n401034 to go and listen to them all the time	them	go and listen to them all the time	nullpartitive	VP		NP-TMP		sw3152_s29_511
104041:8	we all went to high school together	we	we all	no	NP-SBJ		NP-SBJ	NP-OTHER	sw3152_s46_501
104046:8	we all go back to parents' houses on the weekends, and what not	we	we all	no	NP-SBJ		NP-SBJ	NP-OTHER	sw3152_s49_501
104338:30	i didn't think that anybody had those at all yet.	at	at all	no	ADVP				
104347:48	so i, i thought that it all, had all been delayed --n400a30 several times.	had	had all been delayed --n400a30 several times	no	VP				
104366:241	but for me the thing that --n401505 strikes me is i, uh, growing up in rural south dakota where, hey the farmers brought their eggs to town and the local hatchery would candle them and package them --n401598 is that, uh, in the fifties, uh, you could say --n4015db we had the recycling going on then that we should have --n40160e now. which --n401621 was all the milk bottles were glass	was	all the milk bottles were glass	nullpartitive	SBAR-PRD		NP-SBJ		sw3154_s30_582
104374:8	pop bottles all had a deposit on them.	bottles	pop bottles all had a deposit on them.	no	S				
104402:29	and so it --n4022d9 doesn't bother me at all that we're, we're, uh, kind of starting --n402328 to put the pressure --n40233f on people to get away from all this, uh, throwaway society that --n402382 got developed --n402391 in the sixties and seventies.	at	at all	nullpartitive	ADVP				
104402:116	and so it --n4022d9 doesn't bother me at all that we're, we're, uh, kind of starting --n402328 to put the pressure --n40233f on people to get away from all this, uh, throwaway society that --n402382 got developed --n402391 in the sixties and seventies.	from	from all this, uh, throwaway society that --n402382 got developed --n402391 in the sixties and seventies	nullpartitive	PP		NP	NP-OTHER	sw3154_s50_537
104482:12	and we had all the mechanisms in place with the fold up paper cartons, the wood, uh, racks which now, basically, you could turn --n404ac4 them into the plastic ones that --n404ae3 would hold, uh, twenty-four bottles.	had	had all the mechanisms in place with the fold up paper cartons, the wood, uh, racks which now, basically, you could turn --n404ac4 them into the plastic ones that --n404ae3 would hold, uh, twenty-four bottles	nullpartitive	VP		NP	NP-OBJ	sw3154_s100_503
104490:57	well, it --n404ec2 will be interesting to see how, over the next year, this all works out --n404f0d because, like on the, uh, grass, i'm, i know your husband, uh, doesn't really like the paper sacks.	this	this all	no	NP-SBJ		NP-SBJ	NP-OTHER	sw3154_s106_517
104522:17	and, uh, so all you have --n405f02 to do --n405f11 is just place it somewhere and churn it	so	and, uh, so all you have --n405f02 to do --n405f11 is just place it somewhere and churn it	no	S		NP-SBJ	NP-OTHER	sw3154_s129_503
104557:50	and that was the terminator movie, uh, which i didn't like --n40052f after all.	after	after all	no	PP		NP	NP-OTHER	sw3155_s11_515
104569:7	on all the, the advertisements arnold schwarzenegger says he doesn't kill anybody in the movie.	on	on all the, the advertisements	no	PP		NP	NP-OTHER	sw3155_s19_502
104609:13	well, with all the commercials and everything.	with	with all the commercials and everything	nullpartitive	PP		NP	NP-OTHER	sw3155_s43_503
104670:33	and, of course, i get --n40214c to watch all these movies like look who --n402177's talking and who --n40218e's, look who --n4021a9's talking, too	watch	watch all these movies like look who --n402177's talking and who --n40218e's, look who --n4021a9's talking, too	nullpartitive	VP		NP	NP-OBJ	sw3155_s78_509
104825:15	and we were doing all right there until, uh, the price dropped out	doing	doing all right there until, uh, the price dropped out	no	VP				
104839:19	and a lot of hassle all year round	hassle	and a lot of hassle all year round	no	FRAG			NP-OTHER	
104854:8	have you all got the individual containers yet.	you	you all	no	NP-SBJ		NP-SBJ		sw3156_s30_501
104864:16	i'm not sure all what we're going --n401acc to have --n401adb to do --n401aea, whether we have three separate containers,	sure	sure all what we're going --n401acc to have --n401adb to do --n401aea, whether we have three separate containers	no	ADJP-PRD				
104876:63	but, uh, seems like they said they were just going --n401fc1 to have a bin and all different types would go in there and then that they would sort it as as needed --n402024.	and	they were just going --n401fc1 to have a bin and all different types would go in there	no	S		NP-SBJ		sw3156_s46_522
104911:26	and that, that was all well and good.	was	was all well and good	no	VP				
104966:22	since we've had the crusher all summer, we, i guess we just now maybe have a bag full that we haven't ta-,	crusher	had the crusher all summer	no	VP		NP-TMP		sw3156_s105_507
104997:19	and then you stopped them all.	them	them all	no	NP		NP	NP-IOBJ	sw3159_s18_504
105075:58	well, since i work with computers during my work, i have --n402457 to keep up on all the new computer equipment and software and everything.	on	on all the new computer equipment and software and everything	nullpartitive	PP		NP	NP-OTHER	sw3159_s63_518
105076:68	and i have --n402580 to read the magazines, you know, such as byte, and computer world and mac world and all of these,, uh, magazines such as that,	and	byte, and computer world and mac world and all of these,, uh, magazines such as that	yes	NP		NP	NP-OTHER	sw3159_s64_514
105128:41	i, when i bought the computer --n403931, all of a sudden i was receiving them, for some unknown reason, through the mail.		i, when i bought the computer --n403931, all of a sudden i was receiving them, for some unknown reason, through the mail.		S		NP-TMP	NP-OTHER	sw3159_s99_513
105129:17	i think they all that-, thought, well, we have a live one.	they	they all	no	NP-SBJ		NP-SBJ	NP-OTHER	sw3159_s100_505
105220:53	they, uh, you wish that there could just be money for all these problems because they're all so serious, you know.	for	for all these problems	nullpartitive	PP		NP	NP-OTHER	sw3161_s51_518
105220:69	they, uh, you wish that there could just be money for all these problems because they're all so serious, you know.	're	're all so serious	no	VP				
105222:10	and then all of a sudden it's the most important thing.	then	and then all of a sudden it's the most important thing.		S		NP-ADV	NP-OTHER	sw3161_s53_502
105264:16	and then you have all the arts that, that --n404597 are nice and aesthetic,	have	have all the arts that, that --n404597 are nice and aesthetic	nullpartitive	VP		NP	NP-OBJ	sw3161_s80_504
105269:47	they certainly do well for those who --n40475f go to the symphony orchestra and all that,	and	go to the symphony orchestra and all that	nullpartitive	VP		NP-ETC		sw3161_s83_516
105270:17	but, uh, had all that donation and time and labor and effort gone toward something else,	had	had all that donation and time and labor and effort gone toward something else	nullpartitive	SINV		NP-SBJ		sw3161_s84_504
105326:45	they, they're talking about sports and sports personalities and all this stuff that i, i would much, much prefer --n401acf having doctors and airline pilots tested --n401aee on a random basis --n401b05.	and	sports and sports personalities and all this stuff that i, i would much, much prefer --n401acf having doctors and airline pilots tested --n401aee on a random basis --n401b05	nullpartitive	NP		NP	NP-OTHER	sw3168_s42_510
105351:29	and the last dentist didn't even use gloves at all,	at	at all	no	ADVP				
105377:12	but, with all the accidents, just with, with, uh, everything happening with, just	with	with all the accidents	nullpartitive	PP		NP	NP-OTHER	sw3168_s78_503
105504:12	and i got all ready --n40288b to go	got	got all ready --n40288b to go	no	VP				
105529:43	i've, i've, uh, done about all i dare --n4037b0 do --n4037bb on skis.	about	done about all i dare --n4037b0 do --n4037bb on skis	no	VP		NP	NP-OTHER	sw3169_s76_513
105532:60	and i just can't risk it right now --n403af2 being a head of the family and the breadwinner and all that.	and	being a head of the family and the breadwinner and all that	nullpartitive	VP		NP-ETC		sw3169_s79_517
105663:16	be excited about all of it.	about	about all of it	yes	PP		NP	NP-OTHER	sw3171_s69_505
105695:24	i don't mind the pool life at all during the day.	at	at all	no	ADVP				
105737:26	and i said now that we have all the miles, we better start --n403524 using them.	have	have all the miles	nullpartitive	VP		NP	NP-OBJ	sw3171_s112_509
105794:113	but i think our latest sat-, statistic said something like ninety-nine point nine eight percent were, uh, testing negative on all the dru-, on, on all the testing.		on all the testing	nullpartitive	PP		NP	NP-OTHER	sw3174_s7_532
105877:114	also, i guess you can, you know, get the wrong kind of stuff and kill yourself just by --n40218f having a wrong mix of or watered down or or whatever, all kinds.	whatever	a wrong mix of or watered down or or whatever, all kinds	no	NP		NP	NP-OTHER	sw3174_s54_525
105900:37	but, you know, i think they can test all they want for drugs you know,	test	test all they want for drugs	no	VP				
105959:17	but, yet they spend all the money on drug testing	spend	spend all the money on drug testing	nullpartitive	VP		NP	NP-OBJ	sw3174_s97_504
105963:21	and if they weren't spending all the money on drug testing, people could have got a raise.	spending	spending all the money on drug testing	nullpartitive	VP		NP	NP-OBJ	sw3174_s99_506
106011:41	i, i just can't imagine them screening all these employees, paying a thousand dollars --n4048f5 to get them.	screening	screening all these employees	nullpartitive	VP		NP	NP-OBJ	sw3174_s128_514
106109:15	but i do make all my own clothes	make	make all my own clothes	nullpartitive	VP		NP	NP-OBJ	sw3182_s60_504
106130:15	and cleveland isn't all as bad as what you've heard --n401f9e.	n't	isn't all as bad as what you've heard --n401f9e	no	VP				
106198:12	so you eat all your meals out.	eat	eat all your meals out	nullpartitive	VP		NP	NP-OBJ	sw3186_s6_503
106255:3	all right.			no					
106347:25	the people drove me crazy first of all	of	of all	no	PP		NP	NP-OTHER	sw3186_s105_508
106358:3	all right,			no					
106526:19	and, you know, all kinds of physical problems,	know	and, you know, all kinds of physical problems,	no	FRAG		NP	NP-OTHER	sw3187_s57_505
106632:34	so i had it, had it all over my hands.		had it all over my hands	no	VP				
106645:19	but i just had it all over my hands,	it	had it all over my hands	no	VP				
106651:39	oh, so you had --n401516 to go around with paint all over you, temporarily, anyway.	paint	paint all over you	no	NP			NP-OTHER	
106658:39	i had --n4016af to drive to the store with paper towels all over my hands to go --n4016f2 buy some paint thinner, and mumblex and everything like that,	towels	paper towels all over my hands	no	NP			NP-OTHER	
106675:24	it says safe for children, and all that.	and	safe for children, and all that	nullpartitive	FRAG-SEZ		NP	NP-OTHER	sw3188_s58_507
106682:120	and uh, the, one of the real strict, uh, restrictions, was the fact that she had --n40218d to have a special kind of paint that --n4021b4 was fire proof and lead free and all that other good stuff	and	fire proof and lead free and all that other good stuff	nullpartitive	UCP-PRD		NP	NP-OTHER	sw3188_s64_535
106706:79	and, uh, if you saw that the wood was getting wet, you know, that was, that was all you needed --n402afb.		was all you needed --n402afb	no	VP		NP-PRD	NP-OTHER	sw3188_s78_525
